"","CRASH_CRN","DISTRICT","CRASH_COUNTY","MUNICIPALITY","POLICE_AGCY","CRASH_YEAR","CRASH_MONTH","DAY_OF_WEEK","TIME_OF_DAY","HOUR_OF_DAY","ILLUMINATION","WEATHER","ROAD_CONDITION","COLLISION_TYPE","RELATION_TO_ROAD","INTERSECT_TYPE","TCD_TYPE","URBAN_RURAL","LOCATION_TYPE","SCH_BUS_IND","SCH_ZONE_IND","TOTAL_UNITS","PERSON_COUNT","VEHICLE_COUNT","AUTOMOBILE_COUNT","MOTORCYCLE_COUNT","BUS_COUNT","SMALL_TRUCK_COUNT","HEAVY_TRUCK_COUNT","SUV_COUNT","VAN_COUNT","BICYCLE_COUNT","FATAL_COUNT","INJURY_COUNT","MAJ_INJ_COUNT","MOD_INJ_COUNT","MIN_INJ_COUNT","UNK_INJ_DEG_COUNT","UNK_INJ_PER_COUNT","UNBELTED_OCC_COUNT","UNB_DEATH_COUNT","UNB_MAJ_INJ_COUNT","BELTED_DEATH_COUNT","BELTED_MAJ_INJ_COUNT","MCYCLE_DEATH_COUNT","MCYCLE_MAJ_INJ_COUNT","BICYCLE_DEATH_COUNT","BICYCLE_MAJ_INJ_COUNT","PED_COUNT","PED_DEATH_COUNT","PED_MAJ_INJ_COUNT","COMM_VEH_COUNT","MAX_SEVERITY_LEVEL","DRIVER_COUNT_16YR","DRIVER_COUNT_17YR","DRIVER_COUNT_18YR","DRIVER_COUNT_19YR","DRIVER_COUNT_20YR","DRIVER_COUNT_50_64YR","DRIVER_COUNT_65_74YR","DRIVER_COUNT_75PLUS","LATITUDE","LONGITUDE","DEC_LAT","DEC_LONG","EST_HRS_CLOSED","LANE_CLOSED","LN_CLOSE_DIR","NTFY_HIWY_MAINT","RDWY_SURF_TYPE_CD","SPEC_JURIS_CD","TCD_FUNC_CD","TFC_DETOUR_IND","WORK_ZONE_IND","WORK_ZONE_TYPE","WORK_ZONE_LOC","CONS_ZONE_SPD_LIM","WORKERS_PRES","WZ_CLOSE_DETOUR","WZ_FLAGGER","WZ_LAW_OFFCR_IND","WZ_LN_CLOSURE","WZ_MOVING","WZ_OTHER","WZ_SHLDER_MDN","FLAG_CRN","INTERSTATE","STATE_ROAD","LOCAL_ROAD","LOCAL_ROAD_ONLY","TURNPIKE","WET_ROAD","SNOW_SLUSH_ROAD","ICY_ROAD","SUDDEN_DEER","SHLDR_RELATED","REAR_END","HO_OPPDIR_SDSWP","HIT_FIXED_OBJECT","SV_RUN_OFF_RD","WORK_ZONE","PROPERTY_DAMAGE_ONLY","FATAL_OR_MAJ_INJ","INJURY","FATAL","NON_INTERSECTION","INTERSECTION","SIGNALIZED_INT","STOP_CONTROLLED_INT","UNSIGNALIZED_INT","SCHOOL_BUS","SCHOOL_ZONE","HIT_DEER","HIT_TREE_SHRUB","HIT_EMBANKMENT","HIT_POLE","HIT_GDRAIL","HIT_GDRAIL_END","HIT_BARRIER","HIT_BRIDGE","OVERTURNED","MOTORCYCLE","BICYCLE","HVY_TRUCK_RELATED","VEHICLE_FAILURE","TRAIN_TROLLEY","PHANTOM_VEHICLE","ALCOHOL_RELATED","DRINKING_DRIVER","UNDERAGE_DRNK_DRV","UNLICENSED","CELL_PHONE","NO_CLEARANCE","RUNNING_RED_LT","TAILGATING","CROSS_MEDIAN","CURVE_DVR_ERROR","LIMIT_65MPH","SPEEDING","SPEEDING_RELATED","AGGRESSIVE_DRIVING","FATIGUE_ASLEEP","DRIVER_16YR","DRIVER_17YR","DRIVER_65_74YR","DRIVER_75PLUS","UNBELTED","PEDESTRIAN","DISTRACTED","CURVED_ROAD","DRIVER_18YR","DRIVER_19YR","DRIVER_20YR","DRIVER_50_64YR","VEHICLE_TOWED","FIRE_IN_VEHICLE","HIT_PARKED_VEHICLE","MC_DRINKING_DRIVER","DRUGGED_DRIVER","INJURY_OR_FATAL","COMM_VEHICLE","IMPAIRED_DRIVER","DEER_RELATED","DRUG_RELATED","HAZARDOUS_TRUCK","ILLEGAL_DRUG_RELATED","ILLUMINATION_DARK","MINOR_INJURY","MODERATE_INJURY","MAJOR_INJURY","NHTSA_AGG_DRIVING","PSP_REPORTED","RUNNING_STOP_SIGN","TRAIN","TROLLEY","ROADWAY_CRN","RDWY_SEQ_NUM","ADJ_RDWY_SEQ","ACCESS_CTRL","ROADWAY_COUNTY","LANE_COUNT","RDWY_ORIENT","ROAD_OWNER","ROUTE","SPEED_LIMIT","SEGMENT","OFFSET","STREET_NAME"
"535",2009099506,11,2,2301,2301,2009,10,3,2010,20,3,1,0,4,1,0,0,3,7,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"40 26:50.354","79 56:37.461",40.44729996,-79.9437027,1,1,3,"N",NA,NA,0,"N","N",NA,NA,NA,"","","","","","","","",2009099506,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2009099506,3,3,NA,2,4,"W",4,NA,25,NA,NA,"5TH AV"
"536",2009103634,11,2,2301,2301,2009,10,6,1355,13,1,1,0,6,4,0,0,3,7,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,"40 26:12.912","79 57:33.462",40.43690109,-79.95929718,NA,0,NA,"N",NA,NA,0,"","N",NA,NA,NA,"","","","","","","","",2009103634,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009103634,3,3,NA,2,1,"E",4,NA,NA,NA,NA,"HALKET ST"
"537",2009106224,11,2,2301,2301,2009,10,6,1839,18,3,2,1,4,1,1,2,3,0,"N","N",2,2,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,"40 25:58.342","79 56:11.533",40.43289948,-79.93650055,1,1,4,"N",NA,NA,3,"N","N",NA,NA,NA,"","","","","","","","",2009106224,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2009106224,3,4,NA,2,4,"",4,NA,25,NA,NA,"BARTLETT ST"
"540",2009111995,11,2,2301,2301,2009,11,6,1730,17,3,1,0,4,1,1,2,3,0,"N","N",2,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,"40 27:41.094","79 55:29.355",40.46139908,-79.92479706,1,1,3,"N",NA,NA,3,"N","N",NA,NA,NA,"","","","","","","","",2009111995,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009111995,3,4,NA,2,2,"S",4,NA,25,NA,NA,"S HIGHLAND AV"
"542",2009114085,11,2,2301,2301,2009,11,7,1133,11,1,1,0,2,1,1,2,3,0,"N","N",2,3,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"40 26:15.840","80 00:00.841",40.43769836,-80.00019836,NA,0,NA,"N",NA,NA,2,"","N",NA,NA,NA,"","","","","","","","",2009114085,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2009114085,3,3,3,2,2,"E",2,2208,25,10,2105,"ALLIES OF THE BL"
"543",2009114394,11,2,2301,2301,2009,11,7,431,4,3,1,0,4,1,1,2,3,0,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,"40 27:35.989","79 56:45.337",40.45999908,-79.94589996,NA,0,NA,"N",NA,NA,3,"","N",NA,NA,NA,"","","","","","","","",2009114394,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2009114394,3,4,NA,2,2,"W",4,NA,25,NA,NA,"LIBERTY AV"
"544",2009115035,11,2,2301,2301,2009,11,1,1052,10,1,1,0,4,4,0,0,3,7,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,"40 25:31.209","79 56:36.254",40.4253006,-79.94339752,NA,0,NA,"N",NA,NA,0,"","N",NA,NA,NA,"","","","","","","","",2009115035,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2009115035,3,3,NA,2,2,"W",4,NA,25,NA,NA,"GREENFIELD AV"
"545",2009115107,11,2,2301,2301,2009,11,1,1635,16,4,1,0,1,1,0,0,3,0,"N","N",2,2,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,"40 25:30.979","79 56:51.586",40.4253006,-79.9477005,NA,0,NA,"N",NA,NA,0,"","N",NA,NA,NA,"","","","","","","","",2009115107,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009115107,3,3,NA,2,2,"E",4,NA,25,NA,NA,"GREENFIELD AV"
"546",2009115331,11,2,2301,2301,2009,11,2,1219,12,1,1,0,1,1,0,0,3,0,"N","N",2,2,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,"40 27:12.373","79 56:13.754",40.45339966,-79.93720245,2,1,5,"N",NA,NA,0,"N","N",NA,NA,NA,"","","","","","","","",2009115331,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009115331,3,3,NA,2,3,"",4,NA,25,NA,NA,"S AIKEN AV"
"548",2009116944,11,2,2301,2301,2009,11,6,817,8,1,1,0,4,1,1,2,3,0,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"40 25:44.389","79 59:53.646",40.42900085,-79.99819946,NA,0,NA,"N",NA,NA,3,"","N",NA,NA,NA,"","","","","","","","",2009116944,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2009116944,3,4,NA,2,1,"N",4,NA,25,NA,NA,"MCARDLE ROADWAY"
"549",2009126498,11,2,2301,2301,2009,12,2,1125,11,1,1,0,2,1,5,3,3,0,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"40 27:42.008","79 57:58.050",40.46170044,-79.9661026,NA,0,NA,"N",NA,NA,3,"","N",NA,NA,NA,"","","","","","","","",2009126498,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2009126498,3,4,NA,2,3,"E",4,NA,25,NA,NA,"LIBERTY AV"
"550",2009127605,11,2,2301,2301,2009,12,4,1705,17,3,1,0,1,1,1,2,3,0,"N","N",3,3,2,2,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,"40 27:11.845","80 00:05.994",40.45330048,-80.00170135,NA,0,NA,"N",NA,NA,3,"","N",NA,NA,NA,"","","","","","","","",2009127605,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2009127605,3,3,3,2,2,"W",2,4084,25,50,0,"E OHIO ST"
"552",2010025604,11,2,2301,2301,2010,3,4,2105,21,3,1,0,6,1,2,0,3,0,"N","N",2,3,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"40 27:53.226","79 57:37.087",40.46480179,-79.96029663,NA,0,NA,"N",NA,NA,0,"","N",NA,NA,NA,"","","","","","","","",2010025604,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2010025604,3,4,NA,2,2,"N",4,NA,25,NA,NA,"THIRTYNINTH ST"
"553",2010027778,11,2,2301,2301,2010,3,4,1515,15,1,1,0,2,1,0,0,3,0,"N","N",2,3,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,"40 27:19.170","79 56:26.293",40.45529938,-79.94059753,NA,0,NA,"N",NA,NA,0,"","N",NA,NA,NA,"","","","","","","","",2010027778,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010027778,3,3,NA,2,2,"E",4,NA,25,NA,NA,"CENTRE AV"
"554",2010029286,11,2,2301,2301,2010,3,2,1731,17,1,1,0,4,1,1,2,3,0,"N","Y",2,2,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,"40 27:26.828","79 55:02.734",40.45740128,-79.91739655,NA,0,NA,"N",NA,NA,3,"","N",NA,NA,NA,"","","","","","","","",2010029286,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010029286,3,3,3,2,2,"E",2,400,55,90,1900,"PENN CR"
"555",2010029851,11,2,2301,2301,2010,3,4,1733,17,1,1,0,4,1,2,0,3,0,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"40 25:29.672","79 57:07.850",40.42490005,-79.95220184,2,1,1,"N",NA,NA,0,"N","N",NA,NA,NA,"","","","","","","","",2010029851,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010029851,3,3,3,2,3,"E",2,885,25,280,1755,"IRVINE ST"
"559",2010033045,11,2,2301,2301,2010,4,1,1320,13,1,1,0,4,1,2,0,3,0,"N","N",2,3,1,0,0,0,0,0,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,"40 25:14.365","79 59:56.065",40.42070007,-79.99890137,NA,0,NA,"N",NA,NA,0,"","N",NA,NA,NA,"","","","","","","","",2010033045,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2010033045,3,4,NA,2,2,"W",4,NA,25,NA,NA,"INDUSTRY ST"
"560",2010034228,11,2,2301,2301,2010,4,4,1840,18,1,1,0,1,1,1,0,3,0,"N","N",2,2,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,"40 27:29.170","79 59:43.785",40.45809937,-79.99549866,NA,0,NA,"N",NA,NA,0,"","N",NA,NA,NA,"","","","","","","","",2010034228,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010034228,3,4,NA,2,2,"W",4,NA,25,NA,NA,"CONCORD ST"
"567",2010042223,11,2,2301,2301,2010,5,2,1946,19,4,1,0,1,1,1,0,3,0,"N","N",2,2,1,0,1,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,"40 27:42.591","80 04:33.326",40.46179962,-80.07589722,NA,0,NA,"N",NA,NA,0,"","N",NA,NA,NA,"","","","","","","","",2010042223,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010042223,3,4,NA,2,2,"E",4,NA,25,NA,NA,"YOUGHIOGHENY ST"
"568",2010042758,11,2,2301,2301,2010,5,4,1650,16,1,1,0,4,1,1,3,3,0,"N","N",2,3,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"40 25:33.513","79 55:00.667",40.42599869,-79.91690063,NA,0,NA,"N",NA,NA,3,"","N",NA,NA,NA,"","","","","","","","",2010042758,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010042758,3,4,NA,2,2,"W",4,NA,25,NA,NA,"MONITOR ST"
"569",2010042910,11,2,2301,2301,2010,5,5,230,2,3,2,1,1,1,0,0,3,0,"N","N",2,2,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,"40 25:20.969","79 57:01.640",40.42250061,-79.95050049,NA,0,NA,"N",NA,NA,0,"","N",NA,NA,NA,"","","","","","","","",2010042910,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2010042910,3,3,3,2,3,"S",2,885,25,280,699,"IRVINE ST"
"571",2010045692,11,2,2301,2301,2010,5,5,1220,12,1,1,0,5,1,2,8,3,0,"N","N",2,2,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,"40 27:51.847","79 57:45.270",40.46440125,-79.96260071,NA,0,NA,"N",NA,NA,3,"","N",NA,NA,NA,"","","","","","","","",2010045692,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010045692,3,4,NA,2,1,"N",4,NA,25,NA,NA,"THIRTYSEVENTH ST"
"574",2010048160,11,2,2301,2301,2010,5,4,1640,16,1,1,0,8,1,1,3,3,0,"Y","N",2,2,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"40 28:47.409","79 57:12.988",40.47980118,-79.95359802,NA,0,NA,"N",NA,NA,3,"","N",NA,NA,NA,"","","","","","","","",2010048160,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2010048160,3,4,NA,2,2,"E",4,NA,25,NA,NA,"CARNEGIE ST"
"575",2010048324,11,2,2301,2301,2010,5,6,2321,23,3,1,0,4,1,2,0,3,0,"N","N",2,3,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"40 27:07.286","79 53:09.852",40.45199966,-79.88610077,2,2,2,"N",NA,NA,0,"Y","N",NA,NA,NA,"","","","","","","","",2010048324,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2010048324,3,4,NA,2,2,"S",4,NA,25,NA,NA,"ROSEDALE ST"
"576",2010049604,11,2,2301,2301,2010,5,3,918,9,1,1,0,4,1,1,2,3,0,"N","N",2,2,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,"40 26:06.452","79 57:23.060",40.43510056,-79.95639801,1,1,5,"N",NA,NA,3,"Y","N",NA,NA,NA,"","","","","","","","",2010049604,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010049604,3,3,3,2,2,"E",2,885,30,310,0,"BL OF THE AL"
"577",2010051343,11,2,2301,2301,2010,5,1,2215,22,3,1,0,4,1,1,2,3,0,"N","N",2,3,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"40 27:21.258","79 56:18.967",40.45589828,-79.93859863,NA,0,NA,"N",NA,NA,3,"","N",NA,NA,NA,"","","","","","","","",2010051343,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2010051343,3,4,NA,2,2,"N",4,NA,25,NA,NA,"AIKEN AV"
"582",2010058026,11,2,2301,2301,2010,6,7,1723,17,1,1,0,8,1,1,2,3,0,"N","N",2,4,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,"40 26:25.678","79 59:29.530",40.44049835,-79.99150085,1,1,1,"N",NA,NA,3,"N","N",NA,NA,NA,"","","","","","","","",2010058026,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010058026,3,4,NA,2,2,"W",4,NA,25,NA,NA,"CENTRE AV"
