"","CRASH_CRN","DISTRICT","CRASH_COUNTY","MUNICIPALITY","POLICE_AGCY","CRASH_YEAR","CRASH_MONTH","DAY_OF_WEEK","TIME_OF_DAY","HOUR_OF_DAY","ILLUMINATION","WEATHER","ROAD_CONDITION","COLLISION_TYPE","RELATION_TO_ROAD","INTERSECT_TYPE","TCD_TYPE","URBAN_RURAL","LOCATION_TYPE","SCH_BUS_IND","SCH_ZONE_IND","TOTAL_UNITS","PERSON_COUNT","VEHICLE_COUNT","AUTOMOBILE_COUNT","MOTORCYCLE_COUNT","BUS_COUNT","SMALL_TRUCK_COUNT","HEAVY_TRUCK_COUNT","SUV_COUNT","VAN_COUNT","BICYCLE_COUNT","FATAL_COUNT","INJURY_COUNT","MAJ_INJ_COUNT","MOD_INJ_COUNT","MIN_INJ_COUNT","UNK_INJ_DEG_COUNT","UNK_INJ_PER_COUNT","UNBELTED_OCC_COUNT","UNB_DEATH_COUNT","UNB_MAJ_INJ_COUNT","BELTED_DEATH_COUNT","BELTED_MAJ_INJ_COUNT","MCYCLE_DEATH_COUNT","MCYCLE_MAJ_INJ_COUNT","BICYCLE_DEATH_COUNT","BICYCLE_MAJ_INJ_COUNT","PED_COUNT","PED_DEATH_COUNT","PED_MAJ_INJ_COUNT","COMM_VEH_COUNT","MAX_SEVERITY_LEVEL","DRIVER_COUNT_16YR","DRIVER_COUNT_17YR","DRIVER_COUNT_18YR","DRIVER_COUNT_19YR","DRIVER_COUNT_20YR","DRIVER_COUNT_50_64YR","DRIVER_COUNT_65_74YR","DRIVER_COUNT_75PLUS","LATITUDE","LONGITUDE","DEC_LAT","DEC_LONG","EST_HRS_CLOSED","LANE_CLOSED","LN_CLOSE_DIR","NTFY_HIWY_MAINT","RDWY_SURF_TYPE_CD","SPEC_JURIS_CD","TCD_FUNC_CD","TFC_DETOUR_IND","WORK_ZONE_IND","WORK_ZONE_TYPE","WORK_ZONE_LOC","CONS_ZONE_SPD_LIM","WORKERS_PRES","WZ_CLOSE_DETOUR","WZ_FLAGGER","WZ_LAW_OFFCR_IND","WZ_LN_CLOSURE","WZ_MOVING","WZ_OTHER","WZ_SHLDER_MDN","FLAG_CRN","INTERSTATE","STATE_ROAD","LOCAL_ROAD","LOCAL_ROAD_ONLY","TURNPIKE","WET_ROAD","SNOW_SLUSH_ROAD","ICY_ROAD","SUDDEN_DEER","SHLDR_RELATED","REAR_END","HO_OPPDIR_SDSWP","HIT_FIXED_OBJECT","SV_RUN_OFF_RD","WORK_ZONE","PROPERTY_DAMAGE_ONLY","FATAL_OR_MAJ_INJ","INJURY","FATAL","NON_INTERSECTION","INTERSECTION","SIGNALIZED_INT","STOP_CONTROLLED_INT","UNSIGNALIZED_INT","SCHOOL_BUS","SCHOOL_ZONE","HIT_DEER","HIT_TREE_SHRUB","HIT_EMBANKMENT","HIT_POLE","HIT_GDRAIL","HIT_GDRAIL_END","HIT_BARRIER","HIT_BRIDGE","OVERTURNED","MOTORCYCLE","BICYCLE","HVY_TRUCK_RELATED","VEHICLE_FAILURE","TRAIN_TROLLEY","PHANTOM_VEHICLE","ALCOHOL_RELATED","DRINKING_DRIVER","UNDERAGE_DRNK_DRV","UNLICENSED","CELL_PHONE","NO_CLEARANCE","RUNNING_RED_LT","TAILGATING","CROSS_MEDIAN","CURVE_DVR_ERROR","LIMIT_65MPH","SPEEDING","SPEEDING_RELATED","AGGRESSIVE_DRIVING","FATIGUE_ASLEEP","DRIVER_16YR","DRIVER_17YR","DRIVER_65_74YR","DRIVER_75PLUS","UNBELTED","PEDESTRIAN","DISTRACTED","CURVED_ROAD","DRIVER_18YR","DRIVER_19YR","DRIVER_20YR","DRIVER_50_64YR","VEHICLE_TOWED","FIRE_IN_VEHICLE","HIT_PARKED_VEHICLE","MC_DRINKING_DRIVER","DRUGGED_DRIVER","INJURY_OR_FATAL","COMM_VEHICLE","IMPAIRED_DRIVER","DEER_RELATED","DRUG_RELATED","HAZARDOUS_TRUCK","ILLEGAL_DRUG_RELATED","ILLUMINATION_DARK","MINOR_INJURY","MODERATE_INJURY","MAJOR_INJURY","NHTSA_AGG_DRIVING","PSP_REPORTED","RUNNING_STOP_SIGN","TRAIN","TROLLEY","ROADWAY_CRN","RDWY_SEQ_NUM","ADJ_RDWY_SEQ","ACCESS_CTRL","ROADWAY_COUNTY","LANE_COUNT","RDWY_ORIENT","ROAD_OWNER","ROUTE","SPEED_LIMIT","SEGMENT","OFFSET","STREET_NAME"
"583",2010059642,11,2,2447,2447,2010,5,6,1259,12,1,1,0,8,1,2,0,3,7,"N","N",2,2,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"40 24:47.707","79 59:19.950",40.41329956,-79.98889923,NA,0,NA,"N",NA,NA,0,"","N",NA,NA,NA,"","","","","","","","",2010059642,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010059642,3,4,NA,2,2,"E",4,NA,25,NA,NA,"MATHEWS AV"
"584",2010061457,11,2,2301,2301,2010,6,3,1357,13,1,1,0,4,1,1,3,3,0,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,"40 27:37.206","79 55:53.245",40.46030045,-79.9315033,NA,0,NA,"N",NA,NA,3,"","N",NA,NA,NA,"","","","","","","","",2010061457,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010061457,3,4,NA,2,2,"E",4,NA,25,NA,NA,"FRIENDSHIP AV"
"588",2010069099,11,2,2301,2301,2010,7,5,1920,19,1,1,0,4,1,1,2,3,0,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,"40 25:18.076","79 59:50.701",40.42169952,-79.99739838,NA,0,NA,"N",NA,NA,3,"","N",NA,NA,NA,"","","","","","","","",2010069099,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2010069099,3,4,NA,2,2,"W",4,NA,25,NA,NA,"WARRINGTON AV"
"589",2010069441,11,2,2301,2301,2010,7,6,600,6,1,1,0,4,4,0,0,3,0,"N","N",2,2,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,"40 26:47.209","79 59:34.515",40.44639969,-79.99289703,NA,0,NA,"N",NA,NA,0,"","N",NA,NA,NA,"","","","","","","","",2010069441,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010069441,3,3,NA,2,2,"W",4,NA,25,NA,NA,"SMALLMAN ST"
"590",2010071619,11,2,2301,2301,2010,7,4,1525,15,1,1,0,9,1,2,0,3,0,"N","N",2,2,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,"40 25:33.401","79 57:13.666",40.42589951,-79.95379639,3,1,4,"N",NA,NA,0,"N","N",NA,NA,NA,"","","","","","","","",2010071619,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010071619,3,3,3,2,2,"N",2,885,30,290,15,"SECOND AV"
"591",2010072246,11,2,2301,2301,2010,7,6,1610,16,1,1,0,2,1,1,0,3,0,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,"40 27:43.653","79 55:36.688",40.46210098,-79.92690277,NA,0,NA,"N",NA,NA,0,"","N",NA,NA,NA,"","","","","","","","",2010072246,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010072246,3,4,NA,2,2,"S",4,NA,25,NA,NA,"S BEATTY ST"
"594",2010073130,11,2,2301,2301,2010,8,2,1428,14,1,1,0,2,1,0,0,3,0,"N","N",2,3,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,"40 25:29.264","79 59:04.882",40.42480087,-79.98470306,1,2,2,"N",NA,NA,0,"N","N",NA,NA,NA,"","","","","","","","",2010073130,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010073130,3,3,NA,2,2,"N",4,NA,25,NA,NA,"BROSVILLE ST"
"596",2010077188,11,2,2413,2413,2010,8,7,1458,14,1,1,0,4,1,2,2,3,0,"N","N",2,3,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,"40 23:02.843","79 58:39.435",40.38410187,-79.9776001,1,1,1,"N",NA,NA,3,"Y","N",NA,NA,NA,"","","","","","","","",2010077188,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010077188,3,4,NA,2,2,"N",4,NA,25,NA,NA,"SANKEY AV"
"597",2010077410,11,2,2301,2301,2010,8,2,600,6,1,1,0,1,1,0,0,3,4,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"40 26:08.727","79 59:25.588",40.43579865,-79.99040222,NA,0,NA,"N",NA,NA,0,"","N",NA,NA,NA,"","","","","","","","",2010077410,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010077410,3,3,NA,2,2,"W",4,NA,25,NA,NA,"ARMSTRONG TN"
"599",2010078950,11,2,2301,2301,2010,8,4,1829,18,1,1,0,5,1,1,0,3,0,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"40 27:41.504","79 58:07.819",40.46149826,-79.96880341,NA,0,NA,"N",NA,NA,0,"","N",NA,NA,NA,"","","","","","","","",2010078950,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010078950,3,4,NA,2,2,"W",4,NA,25,NA,NA,"PENN AV"
"600",2010081300,11,2,2301,2301,2010,8,5,859,8,1,1,0,4,1,1,2,3,0,"N","N",2,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,"40 26:50.730","79 56:32.895",40.44739914,-79.94249725,NA,0,NA,"N",NA,NA,3,"","N",NA,NA,NA,"","","","","","","","",2010081300,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010081300,3,4,NA,2,3,"E",4,NA,25,NA,NA,"MOREWOOD AV"
"602",2010083971,11,2,2301,2301,2010,9,5,1943,19,4,1,0,9,1,0,0,3,0,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,"40 27:52.678","79 55:24.157",40.46459961,-79.92340088,NA,0,NA,"N",NA,NA,0,"","N",NA,NA,NA,"","","","","","","","",2010083971,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010083971,3,3,NA,2,2,"N",4,NA,25,NA,NA,"N HIGHLAND AV"
"603",2010084298,11,2,2301,2301,2010,9,6,940,9,1,1,0,4,1,1,3,3,0,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,"40 27:18.684","80 03:14.515",40.4552002,-80.05400085,NA,0,NA,"N",NA,NA,3,"","N",NA,NA,NA,"","","","","","","","",2010084298,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010084298,3,4,NA,2,2,"E",4,NA,25,NA,NA,"SHERWOOD AV"
"604",2010085097,11,2,2301,2301,2010,9,2,1035,10,1,1,0,5,1,2,3,3,0,"N","N",2,2,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"40 25:17.612","79 55:34.316",40.42160034,-79.92620087,NA,0,NA,"N",NA,NA,3,"","N",NA,NA,NA,"","","","","","","","",2010085097,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010085097,3,4,NA,2,2,"E",4,NA,25,NA,NA,"LANDVIEW ST"
"608",2010086941,11,2,2301,2301,2010,9,1,1150,11,1,1,0,5,1,2,0,3,0,"N","N",2,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,"40 26:56.482","79 56:33.680",40.44900131,-79.94270325,NA,0,NA,"N",NA,NA,0,"","N",NA,NA,NA,"","","","","","","","",2010086941,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010086941,3,4,NA,2,2,"E",4,NA,25,NA,NA,"CASTLEMAN ST"
"610",2010090861,11,2,2301,2301,2010,9,5,822,8,1,1,0,1,1,3,0,3,0,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,"40 26:08.981","79 57:58.917",40.43579865,-79.96640015,1,1,3,"N",NA,NA,0,"N","N",NA,NA,NA,"","","","","","","","",2010090861,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010090861,3,3,3,2,1,"E",2,2308,25,10,1865,"FORBES AV"
"612",2010092599,11,2,2301,2301,2010,9,3,1414,14,1,1,0,2,1,1,2,3,0,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,"40 26:18.226","80 00:07.164",40.43840027,-80.0019989,NA,0,NA,"N",NA,NA,3,"","N",NA,NA,NA,"","","","","","","","",2010092599,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2010092599,3,4,NA,2,4,"W",4,NA,25,NA,NA,"BLVD OF THE ALLIES BL"
"613",2010093301,11,2,2301,2301,2010,9,5,930,9,1,2,1,4,1,1,3,3,0,"N","N",2,2,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,"40 27:41.504","79 58:07.819",40.46149826,-79.96880341,NA,0,NA,"N",NA,NA,3,"","N",NA,NA,NA,"","","","","","","","",2010093301,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010093301,3,4,NA,2,2,"W",4,NA,25,NA,NA,"PENN AV"
"614",2010094481,11,2,2301,2301,2010,10,7,1630,16,1,1,0,4,1,1,3,3,0,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,"40 27:33.645","80 04:39.684",40.45930099,-80.07769775,1,1,2,"Y",NA,NA,3,"N","N",NA,NA,NA,"","","","","","","","",2010094481,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010094481,3,4,NA,2,2,"W",4,NA,25,NA,NA,"CHARTIERS AV"
"615",2010094758,11,2,2301,2301,2010,10,1,1924,19,3,2,1,4,1,1,3,3,0,"N","N",2,2,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"40 27:58.276","79 54:43.977",40.46620178,-79.91220093,NA,0,NA,"N",NA,NA,3,"","N",NA,NA,NA,"","","","","","","","",2010094758,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2010094758,3,4,NA,2,2,"N",4,NA,25,NA,NA,"LARIMER AV"
"617",2010098777,11,2,2301,2301,2010,10,4,546,5,3,1,0,4,1,2,0,3,0,"N","N",2,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,"40 25:48.102","79 59:55.690",40.43000031,-79.99880219,NA,0,NA,"N",NA,NA,0,"","N",NA,NA,NA,"","","","","","","","",2010098777,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2010098777,3,3,3,2,2,"B",2,837,25,550,1932,"EAST CARSON ST"
"618",2010100608,11,2,2301,2301,2010,10,5,2250,22,3,1,0,4,1,1,3,3,0,"N","N",2,2,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,"40 26:42.511","79 57:01.256",40.44509888,-79.95030212,1,1,1,"N",NA,NA,3,"N","N",NA,NA,NA,"","","","","","","","",2010100608,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2010100608,3,4,NA,2,1,"U",4,NA,25,NA,NA,"FILMORE ST"
"619",2010105127,11,2,2301,2301,2010,1,5,815,8,1,1,0,8,1,0,0,3,0,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,"40 26:39.398","79 55:04.933",40.44430161,-79.91799927,NA,0,NA,"N",NA,NA,0,"","N",NA,NA,NA,"","","","","","","","",2010105127,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010105127,3,3,3,2,2,"E",2,2108,25,120,3863,"WILKINS AV"
"620",2010108610,11,2,2301,2301,2010,11,7,305,3,3,1,0,1,1,0,0,3,0,"N","N",2,2,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,"40 27:13.064","79 54:55.105",40.45360184,-79.91529846,NA,0,NA,"N",NA,NA,0,"","N",NA,NA,NA,"","","","","","","","",2010108610,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2010108610,3,3,NA,2,4,"E",4,NA,35,NA,NA,"5TH AV"
"622",2010112269,11,2,2301,2301,2010,11,2,1245,12,1,1,0,4,1,0,0,3,0,"N","N",2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,"40 27:25.765","79 56:15.783",40.4571991,-79.93769836,NA,0,NA,"N",NA,NA,0,"","N",NA,NA,NA,"","","","","","","","",2010112269,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010112269,3,3,NA,2,4,"U",4,NA,25,NA,NA,"BAUM BL"
"623",2011007049,11,2,2301,2301,2011,1,7,2200,22,3,4,1,5,1,1,2,3,0,"N","N",2,5,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,"40 27:45.450","79 57:02.988",40.46260071,-79.95079803,NA,0,NA,"N",NA,NA,3,"","N",NA,NA,NA,"","","","","","","","",2011007049,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2011007049,3,4,NA,2,2,"W",4,NA,25,NA,NA,"LIBERTY AV"
"624",2011007171,11,2,2301,2301,2011,1,2,900,9,1,1,0,4,1,1,3,3,0,"N","N",2,3,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,"40 25:43.212","79 59:23.356",40.42869949,-79.98970032,NA,0,NA,"N",NA,NA,3,"","N",NA,NA,NA,"","","","","","","","",2011007171,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2011007171,3,3,3,2,2,"B",2,837,25,540,2155,"EAST CARSON ST"
